"Seq","AOU","English_Common_Name","Freanch_Common_Name","Spanish_Common_Name","ORDER","Family","Genus","Species","ScientificName"
1163,7610,"American Robin","Merle d'Amérique","Turdus migratorius","Passeriformes","Turdidae","Turdus","migratorius","Turdus migratorius"
1165,7630,"Varied Thrush","Grive à collier","Ixoreus naevius","Passeriformes","Turdidae","Ixoreus","naevius","Ixoreus naevius"
1170,7040,"Gray Catbird","Moqueur chat","Dumetella carolinensis","Passeriformes","Mimidae","Dumetella","carolinensis","Dumetella carolinensis"
1171,7070,"Curve-billed Thrasher","Moqueur à bec courbe","Toxostoma curvirostre","Passeriformes","Mimidae","Toxostoma","curvirostre","Toxostoma curvirostre"
1173,7050,"Brown Thrasher","Moqueur roux","Toxostoma rufum","Passeriformes","Mimidae","Toxostoma","rufum","Toxostoma rufum"
1174,7060,"Long-billed Thrasher","Moqueur à long bec","Toxostoma longirostre","Passeriformes","Mimidae","Toxostoma","longirostre","Toxostoma longirostre"
1176,7080,"Bendire's Thrasher","Moqueur de Bendire","Toxostoma bendirei","Passeriformes","Mimidae","Toxostoma","bendirei","Toxostoma bendirei"
1178,7100,"California Thrasher","Moqueur de Californie","Toxostoma redivivum","Passeriformes","Mimidae","Toxostoma","redivivum","Toxostoma redivivum"
1179,7110,"LeConte's Thrasher","Moqueur de LeConte","Toxostoma lecontei","Passeriformes","Mimidae","Toxostoma","lecontei","Toxostoma lecontei"
1180,7120,"Crissal Thrasher","Moqueur cul-roux","Toxostoma crissale","Passeriformes","Mimidae","Toxostoma","crissale","Toxostoma crissale"
1181,7020,"Sage Thrasher","Moqueur des armoises","Oreoscoptes montanus","Passeriformes","Mimidae","Oreoscoptes","montanus","Oreoscoptes montanus"
1182,7031,"Bahama Mockingbird","Moqueur des Bahamas","Mimus gundlachii","Passeriformes","Mimidae","Mimus","gundlachii","Mimus gundlachii"
1185,7030,"Northern Mockingbird","Moqueur polyglotte","Mimus polyglottos","Passeriformes","Mimidae","Mimus","polyglottos","Mimus polyglottos"
1186,4930,"European Starling","Étourneau sansonnet","Sturnus vulgaris","Passeriformes","Sturnidae","Sturnus","vulgaris","Sturnus vulgaris"
1187,4932,"Common Myna","Martin triste","Acridotheres tristis","Passeriformes","Sturnidae","Acridotheres","tristis","Acridotheres tristis"
1188,6180,"Bohemian Waxwing","Jaseur boréal","Bombycilla garrulus","Passeriformes","Bombycillidae","Bombycilla","garrulus","Bombycilla garrulus"
1189,6190,"Cedar Waxwing","Jaseur d'Amérique","Bombycilla cedrorum","Passeriformes","Bombycillidae","Bombycilla","cedrorum","Bombycilla cedrorum"
1190,6185,"unid. Cedar Waxwing / Bohemian Waxwing","unid Jaseur sp.","Bombycilla garrulus / cedrorum","Passeriformes","Bombycillidae","Bombycilla","garrulus / cedrorum","Bombycilla garrulus / cedrorum"
1192,6200,"Phainopepla","Phénopèple luisant","Phainopepla nitens","Passeriformes","Ptiliogonatidae","Phainopepla","nitens","Phainopepla nitens"
1193,6510,"Olive Warbler","Fauvine des pins","Peucedramus taeniatus","Passeriformes","Peucedramidae","Peucedramus","taeniatus","Peucedramus taeniatus"
1195,19500,"Northern Red Bishop","Euplecte franciscain","Euplectes franciscanus","Passeriformes","Ploceidae","Euplectes","franciscanus","Euplectes franciscanus"
1196,19510,"Pin-tailed Whydah","Veuve dominicaine","Vidua macroura","Passeriformes","Viduidae","Vidua","macroura","Vidua macroura"
1197,8110,"Scaly-breasted Munia","Capucin damier","Lonchura punctulata","Passeriformes","Estrildidae","Lonchura","punctulata","Lonchura punctulata"
1200,6882,"House Sparrow","Moineau domestique","Passer domesticus","Passeriformes","Passeridae","Passer","domesticus","Passer domesticus"
1201,6883,"Eurasian Tree Sparrow","Moineau friquet","Passer montanus","Passeriformes","Passeridae","Passer","montanus","Passer montanus"
1202,6960,"Eastern Yellow Wagtail","Bergeronnette de Béringie","Motacilla tschutschensis","Passeriformes","Motacillidae","Motacilla","tschutschensis","Motacilla tschutschensis"
1205,6940,"White Wagtail","Bergeronnette grise","Motacilla alba","Passeriformes","Motacillidae","Motacilla","alba","Motacilla alba"
1209,6990,"Red-throated Pipit","Pipit à gorge rousse","Anthus cervinus","Passeriformes","Motacillidae","Anthus","cervinus","Anthus cervinus"
1210,6970,"American Pipit","Pipit d'Amérique","Anthus rubescens","Passeriformes","Motacillidae","Anthus","rubescens","Anthus rubescens"
1211,7000,"Sprague's Pipit","Pipit de Sprague","Anthus spragueii","Passeriformes","Motacillidae","Anthus","spragueii","Anthus spragueii"
1221,5140,"Evening Grosbeak","Gros-bec errant","Coccothraustes vespertinus","Passeriformes","Fringillidae","Coccothraustes","vespertinus","Coccothraustes vespertinus"
1224,5150,"Pine Grosbeak","Durbec des sapins","Pinicola enucleator","Passeriformes","Fringillidae","Pinicola","enucleator","Pinicola enucleator"
1227,5240,"Gray-crowned Rosy-Finch","Roselin à tête grise","Leucosticte tephrocotis","Passeriformes","Fringillidae","Leucosticte","tephrocotis","Leucosticte tephrocotis"
1228,5250,"Black Rosy-Finch","Roselin noir","Leucosticte atrata","Passeriformes","Fringillidae","Leucosticte","atrata","Leucosticte atrata"
1229,5260,"Brown-capped Rosy-Finch","Roselin à tête brune","Leucosticte australis","Passeriformes","Fringillidae","Leucosticte","australis","Leucosticte australis"
1230,5190,"House Finch","Roselin familier","Haemorhous mexicanus","Passeriformes","Fringillidae","Haemorhous","mexicanus","Haemorhous mexicanus"
1231,5170,"Purple Finch","Roselin pourpré","Haemorhous purpureus","Passeriformes","Fringillidae","Haemorhous","purpureus","Haemorhous purpureus"
1232,5180,"Cassin's Finch","Roselin de Cassin","Haemorhous cassinii","Passeriformes","Fringillidae","Haemorhous","cassinii","Haemorhous cassinii"
1233,5195,"unid. Purple Finch / Cassin's Finch / House Finch","unid Roselin pourpré / de Cassin / familier","Carpodacus purpureus / cassinii / mexicanus","Passeriformes","Fringillidae","Carpodacus","purpureus / cassinii / mexicanus","Carpodacus purpureus / cassinii / mexicanus"
1236,5280,"Common Redpoll","Sizerin flammé","Acanthis flammea","Passeriformes","Fringillidae","Acanthis","flammea","Acanthis flammea"
1237,5270,"Hoary Redpoll","Sizerin blanchâtre","Acanthis hornemanni","Passeriformes","Fringillidae","Acanthis","hornemanni","Acanthis hornemanni"
1238,5275,"unid. Common Redpoll / Hoary Redpoll","unid Sizerin flame / Sizerin blanchâtre","Carduelis flammea / hornemanni","Passeriformes","Fringillidae","Carduelis","flammea / hornemanni","Carduelis flammea / hornemanni"
1239,5210,"Red Crossbill","Bec-croisé des sapins","Loxia curvirostra","Passeriformes","Fringillidae","Loxia","curvirostra","Loxia curvirostra"
1241,5212,"Unid. Cassia Crossbill / Red Crossbill","Unid Bec-croisé de l'Idaho / des sapins","Loxia sinesciuris / curvirostra","Passeriformes","Fringillidae","Loxia","sinesciuris / curvirostra","Loxia sinesciuris / curvirostra"
1242,5220,"White-winged Crossbill","Bec-croisé bifascié","Loxia leucoptera","Passeriformes","Fringillidae","Loxia","leucoptera","Loxia leucoptera"
1243,5225,"unid. Red Crossbill / White-winged Crossbill","unid Bec-croisé des sapins / Bec-croisé bifascié","Loxia curvirostra / leucoptera","Passeriformes","Fringillidae","Loxia","curvirostra / leucoptera","Loxia curvirostra / leucoptera"
1244,5261,"European Goldfinch","Chardonneret élégant","Carduelis carduelis","Passeriformes","Fringillidae","Carduelis","carduelis","Carduelis carduelis"
1246,5330,"Pine Siskin","Tarin des pins","Spinus pinus","Passeriformes","Fringillidae","Spinus","pinus","Spinus pinus"
1249,5300,"Lesser Goldfinch","Chardonneret mineur","Spinus psaltria","Passeriformes","Fringillidae","Spinus","psaltria","Spinus psaltria"
1250,5310,"Lawrence's Goldfinch","Chardonneret gris","Spinus lawrencei","Passeriformes","Fringillidae","Spinus","lawrencei","Spinus lawrencei"
1251,5290,"American Goldfinch","Chardonneret jaune","Spinus tristis","Passeriformes","Fringillidae","Spinus","tristis","Spinus tristis"
1252,5360,"Lapland Longspur","Plectrophane lapon","Calcarius lapponicus","Passeriformes","Calcariidae","Calcarius","lapponicus","Calcarius lapponicus"
1253,5380,"Chestnut-collared Longspur","Plectrophane à ventre noir","Calcarius ornatus","Passeriformes","Calcariidae","Calcarius","ornatus","Calcarius ornatus"
1254,5370,"Smith's Longspur","Plectrophane de Smith","Calcarius pictus","Passeriformes","Calcariidae","Calcarius","pictus","Calcarius pictus"
1255,5390,"McCown's Longspur","Plectrophane de McCown","Rhynchophanes mccownii","Passeriformes","Calcariidae","Rhynchophanes","mccownii","Rhynchophanes mccownii"
1256,5340,"Snow Bunting","Plectrophane des neiges","Plectrophenax nivalis","Passeriformes","Calcariidae","Plectrophenax","nivalis","Plectrophenax nivalis"
1269,5790,"Rufous-winged Sparrow","Bruant à épaulettes","Peucaea carpalis","Passeriformes","Passerellidae","Peucaea","carpalis","Peucaea carpalis"
1274,5760,"Botteri's Sparrow","Bruant de Botteri","Peucaea botterii","Passeriformes","Passerellidae","Peucaea","botterii","Peucaea botterii"
1275,5780,"Cassin's Sparrow","Bruant de Cassin","Peucaea cassinii","Passeriformes","Passerellidae","Peucaea","cassinii","Peucaea cassinii"
1276,5750,"Bachman's Sparrow","Bruant des pinèdes","Peucaea aestivalis","Passeriformes","Passerellidae","Peucaea","aestivalis","Peucaea aestivalis"
1277,5460,"Grasshopper Sparrow","Bruant sauterelle","Ammodramus savannarum","Passeriformes","Passerellidae","Ammodramus","savannarum","Ammodramus savannarum"
1278,5860,"Olive Sparrow","Tohi olive","Arremonops rufivirgatus","Passeriformes","Passerellidae","Arremonops","rufivirgatus","Arremonops rufivirgatus"
1281,5730,"Black-throated Sparrow","Bruant à gorge noire","Amphispiza bilineata","Passeriformes","Passerellidae","Amphispiza","bilineata","Amphispiza bilineata"
1282,5520,"Lark Sparrow","Bruant à joues marron","Chondestes grammacus","Passeriformes","Passerellidae","Chondestes","grammacus","Chondestes grammacus"
1283,6050,"Lark Bunting","Bruant noir et blanc","Calamospiza melanocorys","Passeriformes","Passerellidae","Calamospiza","melanocorys","Calamospiza melanocorys"
1284,5600,"Chipping Sparrow","Bruant familier","Spizella passerina","Passeriformes","Passerellidae","Spizella","passerina","Spizella passerina"
1285,5610,"Clay-colored Sparrow","Bruant des plaines","Spizella pallida","Passeriformes","Passerellidae","Spizella","pallida","Spizella pallida"
1286,5650,"Black-chinned Sparrow","Bruant à menton noir","Spizella atrogularis","Passeriformes","Passerellidae","Spizella","atrogularis","Spizella atrogularis"
1287,5630,"Field Sparrow","Bruant des champs","Spizella pusilla","Passeriformes","Passerellidae","Spizella","pusilla","Spizella pusilla"
1288,5620,"Brewer's Sparrow","Bruant de Brewer","Spizella breweri","Passeriformes","Passerellidae","Spizella","breweri","Spizella breweri"
1293,5850,"Fox Sparrow","Bruant fauve","Passerella iliaca","Passeriformes","Passerellidae","Passerella","iliaca","Passerella iliaca"
1294,5590,"American Tree Sparrow","Bruant hudsonien","Spizelloides arborea","Passeriformes","Passerellidae","Spizelloides","arborea","Spizelloides arborea"
1296,5670,"(Slate-colored Junco) Dark-eyed Junco","Junco ardoisé (groupe hyemalis)","Junco hyemalis hyemalis","Passeriformes","Passerellidae","Junco","hyemalis hyemalis","Junco hyemalis hyemalis"
1297,5671,"(Oregon Junco) Dark-eyed Junco","Junco ardoisé (groupe oreganus)","Junco hyemalis oreganus","Passeriformes","Passerellidae","Junco","hyemalis oreganus","Junco hyemalis oreganus"
1298,5680,"(Pink-sided Junco) Dark-eyed Junco","Junco ardoisé (groupe mearnsi)","Junco hyemalis mearnsi","Passeriformes","Passerellidae","Junco","hyemalis mearnsi","Junco hyemalis mearnsi"
1299,5660,"(White-winged Junco) Dark-eyed Junco","Junco ardoisé (à ailes blanches)","Junco hyemalis aikeni","Passeriformes","Passerellidae","Junco","hyemalis aikeni","Junco hyemalis aikeni"
1300,5690,"(Gray-headed Junco) Dark-eyed Junco","Junco ardoisé (à tête grise)","Junco hyemalis caniceps","Passeriformes","Passerellidae","Junco","hyemalis caniceps","Junco hyemalis caniceps"
1301,5677,"(unid. race) Dark-eyed Junco","Junco ardoisé (groupe non identifié)","Junco hyemalis","Passeriformes","Passerellidae","Junco","hyemalis","Junco hyemalis"
1302,5700,"Yellow-eyed Junco","Junco aux yeux jaunes","Junco phaeonotus","Passeriformes","Passerellidae","Junco","phaeonotus","Junco phaeonotus"
1305,5540,"White-crowned Sparrow","Bruant à couronne blanche","Zonotrichia leucophrys","Passeriformes","Passerellidae","Zonotrichia","leucophrys","Zonotrichia leucophrys"
1306,5570,"Golden-crowned Sparrow","Bruant à couronne dorée","Zonotrichia atricapilla","Passeriformes","Passerellidae","Zonotrichia","atricapilla","Zonotrichia atricapilla"
1307,5530,"Harris's Sparrow","Bruant à face noire","Zonotrichia querula","Passeriformes","Passerellidae","Zonotrichia","querula","Zonotrichia querula"
1308,5580,"White-throated Sparrow","Bruant à gorge blanche","Zonotrichia albicollis","Passeriformes","Passerellidae","Zonotrichia","albicollis","Zonotrichia albicollis"
1309,5738,"Sagebrush Sparrow","Bruant des armoises","Artemisiospiza nevadensis","Passeriformes","Passerellidae","Artemisiospiza","nevadensis","Artemisiospiza nevadensis"
1310,5739,"Bell's Sparrow","Bruant de Bell","Artemisiospiza belli","Passeriformes","Passerellidae","Artemisiospiza","belli","Artemisiospiza belli"
1311,5740,"unid. Sagebrush Sparrow / Bell's Sparrow","unid Bruant des armoises / Burant de Bell","Artemisiospiza nevadensis / belli","Passeriformes","Passerellidae","Artemisiospiza","nevadensis / belli","Artemisiospiza nevadensis / belli"
1313,5400,"Vesper Sparrow","Bruant vespéral","Pooecetes gramineus","Passeriformes","Passerellidae","Pooecetes","gramineus","Pooecetes gramineus"
1314,5480,"LeConte's Sparrow","Bruant de LeConte","Ammospiza leconteii","Passeriformes","Passerellidae","Ammospiza","leconteii","Ammospiza leconteii"
1315,5500,"Seaside Sparrow","Bruant maritime","Ammospiza maritima","Passeriformes","Passerellidae","Ammospiza","maritima","Ammospiza maritima"
1316,5491,"Nelson's Sparrow","Bruant de Nelson","Ammospiza nelsoni","Passeriformes","Passerellidae","Ammospiza","nelsoni","Ammospiza nelsoni"
1317,5490,"Saltmarsh Sparrow","Bruant à queue aiguë","Ammospiza caudacuta","Passeriformes","Passerellidae","Ammospiza","caudacuta","Ammospiza caudacuta"
1318,5450,"Baird's Sparrow","Bruant de Baird","Centronyx bairdii","Passeriformes","Passerellidae","Centronyx","bairdii","Centronyx bairdii"
1319,5470,"Henslow's Sparrow","Bruant de Henslow","Centronyx henslowii","Passeriformes","Passerellidae","Centronyx","henslowii","Centronyx henslowii"
1320,5420,"Savannah Sparrow","Bruant des prés","Passerculus sandwichensis","Passeriformes","Passerellidae","Passerculus","sandwichensis","Passerculus sandwichensis"
1322,5810,"Song Sparrow","Bruant chanteur","Melospiza melodia","Passeriformes","Passerellidae","Melospiza","melodia","Melospiza melodia"
1323,5830,"Lincoln's Sparrow","Bruant de Lincoln","Melospiza lincolnii","Passeriformes","Passerellidae","Melospiza","lincolnii","Melospiza lincolnii"
1324,5840,"Swamp Sparrow","Bruant des marais","Melospiza georgiana","Passeriformes","Passerellidae","Melospiza","georgiana","Melospiza georgiana"
1326,5910,"Canyon Towhee","Tohi des canyons","Melozone fusca","Passeriformes","Passerellidae","Melozone","fusca","Melozone fusca"
1328,5920,"Abert's Towhee","Tohi d'Abert","Melozone aberti","Passeriformes","Passerellidae","Melozone","aberti","Melozone aberti"
1329,5911,"California Towhee","Tohi de Californie","Melozone crissalis","Passeriformes","Passerellidae","Melozone","crissalis","Melozone crissalis"
1333,5800,"Rufous-crowned Sparrow","Tohi à calotte fauve","Aimophila ruficeps","Passeriformes","Passerellidae","Aimophila","ruficeps","Aimophila ruficeps"
1335,5900,"Green-tailed Towhee","Tohi à queue verte","Pipilo chlorurus","Passeriformes","Passerellidae","Pipilo","chlorurus","Pipilo chlorurus"
1336,5880,"Spotted Towhee","Tohi tacheté","Pipilo maculatus","Passeriformes","Passerellidae","Pipilo","maculatus","Pipilo maculatus"
1337,5870,"Eastern Towhee","Tohi à flancs roux","Pipilo erythrophthalmus","Passeriformes","Passerellidae","Pipilo","erythrophthalmus","Pipilo erythrophthalmus"
1338,5871,"unid. Spotted Towhee / Eastern Towhee","unid Tohi tacheté / Tohi à flancs roux","Pipilo maculatus / erythrophthalmus","Passeriformes","Passerellidae","Pipilo","maculatus / erythrophthalmus","Pipilo maculatus / erythrophthalmus"
1343,6830,"Yellow-breasted Chat","Ictérie polyglotte","Icteria virens","Passeriformes","Icteriidae","Icteria","virens","Icteria virens"
1344,4970,"Yellow-headed Blackbird","Carouge à tête jaune","Xanthocephalus xanthocephalus","Passeriformes","Icteridae","Xanthocephalus","xanthocephalus","Xanthocephalus xanthocephalus"
1345,4940,"Bobolink","Goglu des prés","Dolichonyx oryzivorus","Passeriformes","Icteridae","Dolichonyx","oryzivorus","Dolichonyx oryzivorus"
1346,5010,"Eastern Meadowlark","Sturnelle des prés","Sturnella magna","Passeriformes","Icteridae","Sturnella","magna","Sturnella magna"
1347,5011,"Western Meadowlark","Sturnelle de l'Ouest","Sturnella neglecta","Passeriformes","Icteridae","Sturnella","neglecta","Sturnella neglecta"
1348,5012,"unid. Eastern Meadowlark / Western Meadowlark","unid Sturnelle des prés / Sturnelle de l'Ouest","Sturnella magna / neglecta","Passeriformes","Icteridae","Sturnella","magna / neglecta","Sturnella magna / neglecta"
1356,5060,"Orchard Oriole","Oriole des vergers","Icterus spurius","Passeriformes","Icteridae","Icterus","spurius","Icterus spurius"
1357,5050,"Hooded Oriole","Oriole masqué","Icterus cucullatus","Passeriformes","Icteridae","Icterus","cucullatus","Icterus cucullatus"
1361,5080,"Bullock's Oriole","Oriole de Bullock","Icterus bullockii","Passeriformes","Icteridae","Icterus","bullockii","Icterus bullockii"
1363,5032,"Spot-breasted Oriole","Oriole maculé","Icterus pectoralis","Passeriformes","Icteridae","Icterus","pectoralis","Icterus pectoralis"
1364,5031,"Altamira Oriole","Oriole à gros bec","Icterus gularis","Passeriformes","Icteridae","Icterus","gularis","Icterus gularis"
1365,5030,"Audubon's Oriole","Oriole d'Audubon","Icterus graduacauda","Passeriformes","Icteridae","Icterus","graduacauda","Icterus graduacauda"
1366,5070,"Baltimore Oriole","Oriole de Baltimore","Icterus galbula","Passeriformes","Icteridae","Icterus","galbula","Icterus galbula"
1367,5078,"hybrid Bullock's Oriole x Baltimore Oriole","hybride Oriole de Baltimore x Oriole de Bullock's","Icterus bullockii x galbula","Passeriformes","Icteridae","Icterus","bullockii x galbula","Icterus bullockii x galbula"
1368,5077,"unid. Bullock's Oriole / Baltimore Oriole","unid Oriole de Baltimore / Oriole de Bullock's","Icterus bullockii / galbula","Passeriformes","Icteridae","Icterus","bullockii / galbula","Icterus bullockii / galbula"
1370,5040,"Scott's Oriole","Oriole jaune-verdâtre","Icterus parisorum","Passeriformes","Icteridae","Icterus","parisorum","Icterus parisorum"
1371,4980,"Red-winged Blackbird","Carouge à épaulettes","Agelaius phoeniceus","Passeriformes","Icteridae","Agelaius","phoeniceus","Agelaius phoeniceus"
1372,5000,"Tricolored Blackbird","Carouge de Californie","Agelaius tricolor","Passeriformes","Icteridae","Agelaius","tricolor","Agelaius tricolor"
1374,4961,"Shiny Cowbird","Vacher luisant","Molothrus bonariensis","Passeriformes","Icteridae","Molothrus","bonariensis","Molothrus bonariensis"
1375,4960,"Bronzed Cowbird","Vacher bronzé","Molothrus aeneus","Passeriformes","Icteridae","Molothrus","aeneus","Molothrus aeneus"
1376,4950,"Brown-headed Cowbird","Vacher à tête brune","Molothrus ater","Passeriformes","Icteridae","Molothrus","ater","Molothrus ater"
1377,4955,"unid. Bronzed Cowbird / Brown-headed Cowbird","unid Vacher bronzé / à tête brune","Molothrus aeneus / ater","Passeriformes","Icteridae","Molothrus","aeneus / ater","Molothrus aeneus / ater"
1380,5090,"Rusty Blackbird","Quiscale rouilleux","Euphagus carolinus","Passeriformes","Icteridae","Euphagus","carolinus","Euphagus carolinus"
1381,5100,"Brewer's Blackbird","Quiscale de Brewer","Euphagus cyanocephalus","Passeriformes","Icteridae","Euphagus","cyanocephalus","Euphagus cyanocephalus"
1382,5110,"Common Grackle","Quiscale bronzé","Quiscalus quiscula","Passeriformes","Icteridae","Quiscalus","quiscula","Quiscalus quiscula"
1383,5130,"Boat-tailed Grackle","Quiscale des marais","Quiscalus major","Passeriformes","Icteridae","Quiscalus","major","Quiscalus major"
1384,5120,"Great-tailed Grackle","Quiscale à longue queue","Quiscalus mexicanus","Passeriformes","Icteridae","Quiscalus","mexicanus","Quiscalus mexicanus"
1385,5135,"unid. Boat-tailed Grackle / Great-tailed Grackle","unid Quiscale des marais / Quiscale à longue queue","Quiscalus major / mexicanus","Passeriformes","Icteridae","Quiscalus","major / mexicanus","Quiscalus major / mexicanus"
1386,6740,"Ovenbird","Paruline couronnée","Seiurus aurocapilla","Passeriformes","Parulidae","Seiurus","aurocapilla","Seiurus aurocapilla"
1387,6390,"Worm-eating Warbler","Paruline vermivore","Helmitheros vermivorum","Passeriformes","Parulidae","Helmitheros","vermivorum","Helmitheros vermivorum"
1388,6760,"Louisiana Waterthrush","Paruline hochequeue","Parkesia motacilla","Passeriformes","Parulidae","Parkesia","motacilla","Parkesia motacilla"
1389,6750,"Northern Waterthrush","Paruline des ruisseaux","Parkesia noveboracensis","Passeriformes","Parulidae","Parkesia","noveboracensis","Parkesia noveboracensis"
1390,6420,"Golden-winged Warbler","Paruline à ailes dorées","Vermivora chrysoptera","Passeriformes","Parulidae","Vermivora","chrysoptera","Vermivora chrysoptera"
1391,6410,"Blue-winged Warbler","Paruline à ailes bleues","Vermivora cyanoptera","Passeriformes","Parulidae","Vermivora","cyanoptera","Vermivora cyanoptera"
1392,6412,"Brewster's Warbler (Golden-winged x Blue-winged)","Paruline de Brewster","Vermivora cyanoptera x chrysoptera","Passeriformes","Parulidae","Vermivora","cyanoptera x chrysoptera","Vermivora cyanoptera x chrysoptera"
1393,6413,"Lawrence's Warbler (Golden-winged x Blue-winged)","Paruline de Lawrence","Vermivora chrysoptera x cyanoptera","Passeriformes","Parulidae","Vermivora","chrysoptera x cyanoptera","Vermivora chrysoptera x cyanoptera"
1394,6360,"Black-and-white Warbler","Paruline noir et blanc","Mniotilta varia","Passeriformes","Parulidae","Mniotilta","varia","Mniotilta varia"
1395,6370,"Prothonotary Warbler","Paruline orangée","Protonotaria citrea","Passeriformes","Parulidae","Protonotaria","citrea","Protonotaria citrea"
1396,6380,"Swainson's Warbler","Paruline de Swainson","Limnothlypis swainsonii","Passeriformes","Parulidae","Limnothlypis","swainsonii","Limnothlypis swainsonii"
1398,6470,"Tennessee Warbler","Paruline obscure","Leiothlypis peregrina","Passeriformes","Parulidae","Leiothlypis","peregrina","Leiothlypis peregrina"
1399,6460,"Orange-crowned Warbler","Paruline verdâtre","Leiothlypis celata","Passeriformes","Parulidae","Leiothlypis","celata","Leiothlypis celata"
1401,6430,"Lucy's Warbler","Paruline de Lucy","Leiothlypis luciae","Passeriformes","Parulidae","Leiothlypis","luciae","Leiothlypis luciae"
1402,6450,"Nashville Warbler","Paruline à joues grises","Leiothlypis ruficapilla","Passeriformes","Parulidae","Leiothlypis","ruficapilla","Leiothlypis ruficapilla"
1403,6440,"Virginia's Warbler","Paruline de Virginia","Leiothlypis virginiae","Passeriformes","Parulidae","Leiothlypis","virginiae","Leiothlypis virginiae"
1404,6780,"Connecticut Warbler","Paruline à gorge grise","Oporornis agilis","Passeriformes","Parulidae","Oporornis","agilis","Oporornis agilis"
1406,6800,"MacGillivray's Warbler","Paruline des buissons","Geothlypis tolmiei","Passeriformes","Parulidae","Geothlypis","tolmiei","Geothlypis tolmiei"
1407,6790,"Mourning Warbler","Paruline triste","Geothlypis philadelphia","Passeriformes","Parulidae","Geothlypis","philadelphia","Geothlypis philadelphia"
1408,6770,"Kentucky Warbler","Paruline du Kentucky","Geothlypis formosa","Passeriformes","Parulidae","Geothlypis","formosa","Geothlypis formosa"
1412,6810,"Common Yellowthroat","Paruline masquée","Geothlypis trichas","Passeriformes","Parulidae","Geothlypis","trichas","Geothlypis trichas"
1414,6840,"Hooded Warbler","Paruline à capuchon","Setophaga citrina","Passeriformes","Parulidae","Setophaga","citrina","Setophaga citrina"
1415,6870,"American Redstart","Paruline flamboyante","Setophaga ruticilla","Passeriformes","Parulidae","Setophaga","ruticilla","Setophaga ruticilla"
1416,6700,"Kirtland's Warbler","Paruline de Kirtland","Setophaga kirtlandii","Passeriformes","Parulidae","Setophaga","kirtlandii","Setophaga kirtlandii"
1417,6500,"Cape May Warbler","Paruline tigrée","Setophaga tigrina","Passeriformes","Parulidae","Setophaga","tigrina","Setophaga tigrina"
1418,6580,"Cerulean Warbler","Paruline azurée","Setophaga cerulea","Passeriformes","Parulidae","Setophaga","cerulea","Setophaga cerulea"
1419,6480,"Northern Parula","Paruline à collier","Setophaga americana","Passeriformes","Parulidae","Setophaga","americana","Setophaga americana"
1420,6490,"Tropical Parula","Paruline à joues noires","Setophaga pitiayumi","Passeriformes","Parulidae","Setophaga","pitiayumi","Setophaga pitiayumi"
1421,6570,"Magnolia Warbler","Paruline à tête cendrée","Setophaga magnolia","Passeriformes","Parulidae","Setophaga","magnolia","Setophaga magnolia"
1422,6600,"Bay-breasted Warbler","Paruline à poitrine baie","Setophaga castanea","Passeriformes","Parulidae","Setophaga","castanea","Setophaga castanea"
1423,6620,"Blackburnian Warbler","Paruline à gorge orangée","Setophaga fusca","Passeriformes","Parulidae","Setophaga","fusca","Setophaga fusca"
1424,6520,"Yellow Warbler","Paruline jaune","Setophaga petechia","Passeriformes","Parulidae","Setophaga","petechia","Setophaga petechia"
1425,6590,"Chestnut-sided Warbler","Paruline à flancs marron","Setophaga pensylvanica","Passeriformes","Parulidae","Setophaga","pensylvanica","Setophaga pensylvanica"
1426,6610,"Blackpoll Warbler","Paruline rayée","Setophaga striata","Passeriformes","Parulidae","Setophaga","striata","Setophaga striata"
1427,6540,"Black-throated Blue Warbler","Paruline bleue","Setophaga caerulescens","Passeriformes","Parulidae","Setophaga","caerulescens","Setophaga caerulescens"
1428,6720,"Palm Warbler","Paruline à couronne rousse","Setophaga palmarum","Passeriformes","Parulidae","Setophaga","palmarum","Setophaga palmarum"
1429,6710,"Pine Warbler","Paruline des pins","Setophaga pinus","Passeriformes","Parulidae","Setophaga","pinus","Setophaga pinus"
1430,6550,"(Myrtle Warbler) Yellow-rumped Warbler","Paruline à croupion jaune (groupe coronata)","Setophaga coronata coronata","Passeriformes","Parulidae","Setophaga","coronata coronata","Setophaga coronata coronata"
1431,6560,"(Audubon's Warbler) Yellow-rumped Warbler","Paruline à croupion jaune (groupe auduboni)","Setophaga coronata audoboni","Passeriformes","Parulidae","Setophaga","coronata audoboni","Setophaga coronata audoboni"
1432,6556,"(unid. Myrtle/Audubon's) Yellow-rumped Warbler","Par. à croupion jaune (sous-espèce non identifié)","Setophaga coronata","Passeriformes","Parulidae","Setophaga","coronata","Setophaga coronata"
1433,6630,"Yellow-throated Warbler","Paruline à gorge jaune","Setophaga dominica","Passeriformes","Parulidae","Setophaga","dominica","Setophaga dominica"
1434,6730,"Prairie Warbler","Paruline des prés","Setophaga discolor","Passeriformes","Parulidae","Setophaga","discolor","Setophaga discolor"
1435,6640,"Grace's Warbler","Paruline de Grace","Setophaga graciae","Passeriformes","Parulidae","Setophaga","graciae","Setophaga graciae"
1436,6650,"Black-throated Gray Warbler","Paruline grise","Setophaga nigrescens","Passeriformes","Parulidae","Setophaga","nigrescens","Setophaga nigrescens"
1437,6680,"Townsend's Warbler","Paruline de Townsend","Setophaga townsendi","Passeriformes","Parulidae","Setophaga","townsendi","Setophaga townsendi"
